original_title,cast,director,is_novel_based,runtime,genres,production_companies,release_month,release_year,budget_adj,revenue_adj,profit
Flirting with Disaster,Ben Stiller|Patricia Arquette|TÃ©a Leoni|Mary Tyler Moore|Alan Alda,David O. Russell,no,92.0,Comedy,Miramax Films,3,1996,9731517.0,20439575.0,10708058.0
Beautiful Thing,Linda Henry|Meera Syal|Glen Berry|Garry Cooper|Scott Neal,Hettie MacDonald,no,90.0,Comedy,Channel Four Films|World Productions,6,1996,21307490.712324023,2085325.0,-19222165.712324023
Albino Alligator,Matt Dillon|Faye Dunaway|Gary Sinise|William Fichtner|Viggo Mortensen,Kevin Spacey,no,97.0,Crime,Miramax Films|Albino Alligator Productions,9,1996,8341300.0,63624403.5851604,55283103.5851604
Multiplicity,Michael Keaton|Andie MacDowell|Harris Yulin|Eugene Levy|Zack Duhame,Harold Ramis,no,117.0,Comedy,Columbia Pictures Corporation,7,1996,62559753.0,63624403.5851604,1064650.585160397
Hak Hap,Jet Li|Sean Lau|Karen Mok|FranÃ§oise Yip|Anthony Wong,Daniel Lee,no,89.0,Action,Distant Horizons,11,1996,21307490.712324023,63624403.5851604,42316912.872836374
Last Man Standing,Bruce Willis|Bruce Dern|William Sanderson|Christopher Walken|David Patrick Kelly,Walter Hill,no,101.0,Action,New Line Cinema|Metropolitan Filmexport,9,1996,93144521.0,65711375.0,-27433146.0
Maximum Risk,Jean-Claude Van Damme|Natasha Henstridge|Jean-Hugues Anglade|Zach Grenier|Paul Ben-Victor,Ringo Lam,no,100.0,Action,Columbia Pictures,9,1996,34755418.0,71877657.0,37122239.0
Fled,Laurence Fishburne|Stephen Baldwin|Salma Hayek|Will Patton|Robert John Burke,Kevin Hooks,no,98.0,Action,Metro-Goldwyn-Mayer (MGM),7,1996,34755418.0,23902317.0,-10853101.0
The Associate,Whoopi Goldberg|Dianne Wiest|Eli Wallach|Tim Daly|Bebe Neuwirth,Donald Petrie,no,114.0,Comedy,Universal Pictures|Hollywood Pictures|Interscope Communications,10,1996,21307490.712324023,63624403.5851604,42316912.872836374
She's the One,Edward Burns|Michael McGlone|Cameron Diaz|Jennifer Aniston|John Mahoney,Edward Burns,no,96.0,Comedy,Fox Searchlight Pictures,8,1996,4865758.0,13182840.0,8317082.0
Jane Eyre,Anna Paquin|Charlotte Gainsbourg|William Hurt|Joan Plowright|Nic Knight,Franco Zeffirelli,no,112.0,Drama,Miramax Films,2,1996,21307490.712324023,63624403.5851604,42316912.872836374
Eye for an Eye,Sally Field|Kiefer Sutherland|Ed Harris|Beverly D'Angelo|Charlayne Woodard,John Schlesinger,no,101.0,Drama,Paramount Pictures,1,1996,27804334.0,63624403.5851604,35820069.5851604
Beavis and Butt-Head Do America,Mike Judge|Bruce Willis|Demi Moore|Robert Stack,Mike Judge,no,81.0,Animation,Paramount Pictures|Geffen Pictures|MTV Films|Viacom International|Paramount Animation,12,1996,16682600.0,63624403.5851604,46941803.5851604
The Crow: City of Angels,Vincent PÃ©rez|Mia Kirshner|Iggy Pop|Thomas Jane|Richard Brooks,Tim Pope,no,84.0,Action,Miramax Films,8,1996,18072817.0,24908912.0,6836095.0
The Crucible,Daniel Day-Lewis|Winona Ryder|Paul Scofield|Joan Allen|Bruce Davison,Nicholas Hytner,no,124.0,Drama,20th Century Fox,11,1996,34755418.0,63624403.5851604,28868985.585160397
Poison Ivy II: Lily,Alyssa Milano|Johnathon Schaech|Xander Berkeley|Belinda Bauer|Camilla Belle,Anne Goursaud,no,106.0,Drama,New Line Cinema|CineTel Pictures|MG Entertainment,1,1996,21307490.712324023,63624403.5851604,42316912.872836374
Bottle Rocket,Luke Wilson|Owen Wilson|Lumi Cavazos|Andrew Wilson|Robert Musgrave,Wes Anderson,no,91.0,Comedy,Gracie Films|Columbia Pictures Corporation,2,1996,9731517.0,778617.0,-8952900.0
James and the Giant Peach,Miriam Margolyes|Joanna Lumley|Pete Postlethwaite|Susan Sarandon|Richard Dreyfuss,Henry Selick,yes,79.0,Adventure,Walt Disney Pictures|Allied Filmmakers,4,1996,52828236.0,40206825.0,-12621411.0
Muppet Treasure Island,Tim Curry|Kevin Bishop|Jennifer Saunders|Billy Connolly|Dave Goelz,Brian Henson,no,100.0,Action,"Walt Disney Pictures|Jim Henson Productions|Jim Henson Company, The",2,1996,21307490.712324023,47722513.0,26415022.287675977
Emma,Gwyneth Paltrow|Toni Collette|Alan Cumming|Ewan McGregor|Jeremy Northam,Douglas McGrath,yes,121.0,Comedy,Miramax Films|Haft Entertainment|Matchmaker Films,8,1996,8341300.0,30906823.0,22565523.0
The Birdcage,Robin Williams|Gene Hackman|Nathan Lane|Dianne Wiest|Grant Heslov,Mike Nichols,no,117.0,Comedy,Metro-Goldwyn-Mayer (MGM),3,1996,21307490.712324023,257552321.0,236244830.28767598
Tin Cup,Kevin Costner|Don Johnson|Cheech Marin|George Perez|Rene Russo,Ron Shelton,no,135.0,Comedy,Regency Enterprises|Warner Bros.,8,1996,62559753.0,74869549.0,12309796.0
High School High,Jon Lovitz|Tia Carrere|Louise Fletcher|Mekhi Phifer|Natasha Gregson Wagner,Hart Bochner,no,86.0,Comedy,TriStar Pictures,10,1996,21307490.712324023,29614565.0,8307074.287675977
The First Wives Club,Bette Midler|Goldie Hawn|Diane Keaton|Maggie Smith|Dan Hedaya,Hugh Wilson,no,103.0,Comedy,Paramount Pictures,9,1996,36145635.0,161821228.0,125675593.0
The Land Before Time IV: Journey Through the Mists,John Ingle|Candace Hutson|Heather Hogan|Rob Paulsen|Jeff Bennett,Roy Allen Smith,no,74.0,Family,Universal Cartoon Studios,12,1996,21307490.712324023,63624403.5851604,42316912.872836374
Kama Sutra - A Tale of Love,Indira Varma|Sarita Choudhury|Ramon Tikaram|Naveen Andrews,Mira Nair,no,117.0,Drama,Mirabai Films|NDF International,9,1996,4170650.0,5712532.0,1541882.0
Sling Blade,Billy Bob Thornton|Dwight Yoakam|J. T. Walsh|John Ritter|Lucas Black,Billy Bob Thornton,no,135.0,Drama,Miramax Films,8,1996,1390216.0,34026133.0,32635917.0
Secrets & Lies,Timothy Spall|Phyllis Logan|Brenda Blethyn|Claire Rushbrook|Marianne Jean-Baptiste,Mike Leigh,no,142.0,Drama,Channel Four Films|CiBy 2000|Thin Man Films,5,1996,6255975.0,18652943.0,12396968.0
Marvin's Room,Diane Keaton|Meryl Streep|Leonardo DiCaprio|Robert De Niro|Hume Cronyn,Jerry Zaks,no,98.0,Drama,Miramax Films,12,1996,21307490.712324023,63624403.5851604,42316912.872836374
Bed of Roses,Christian Slater|Mary Stuart Masterson|Pamela Adlon|Josh Brolin|Brian Tarantina,Michael Goldenberg,no,87.0,Drama,New Line Cinema|Juno Pix,1,1996,21307490.712324023,26456785.0,5149294.287675977
Fly Away Home,Jeff Daniels|Anna Paquin|Dana Delany|Terry Kinney,Carroll Ballard,no,107.0,Action,Columbia Pictures|Sandollar Productions,9,1996,21307490.712324023,63624403.5851604,42316912.872836374
Blood and Wine,Jack Nicholson|Stephen Dorff|Jennifer Lopez|Judy Davis|Michael Caine,Bob Rafelson,no,101.0,Crime,Fox Searchlight Pictures|Marmont Productions|Blood & Wine Productions|Majestic Films International,9,1996,36145635.0,63624403.5851604,27478768.585160397
Mary Reilly,Julia Roberts|John Malkovich|George Cole|Michael Gambon|Glenn Close,Stephen Frears,no,104.0,Drama,TriStar Pictures|NFH Productions,2,1996,65340186.0,17210051.0,-48130135.0
The Ghost and the Darkness,Michael Douglas|Val Kilmer|Tom Wilkinson|John Kani|Emily Mortimer,Stephen Hopkins,no,109.0,Adventure,Douglas/Reuther Productions|Constellation Entertainment,10,1996,69510836.0,104266255.0,34755419.0
Twelfth Night,Helena Bonham Carter|Richard E. Grant|Nigel Hawthorne|Ben Kingsley|Mel Smith,Trevor Nunn,no,134.0,Drama,Fine Line Features|BBC Films|Summit Entertainment|Renaissance Films,10,1996,21307490.712324023,63624403.5851604,42316912.872836374
I Shot Andy Warhol,Lili Taylor|Jared Harris|Stephen Dorff|Martha Plimpton|Danny Morgenstern,Mary Harron,no,103.0,Drama,"Playhouse International Pictures|BBC Arena|Samuel Goldwyn Company, The",5,1996,21307490.712324023,2522256.0,-18785234.712324023
Unforgettable,Ray Liotta|Linda Fiorentino|Peter Coyote|Christopher McDonald|David Paymer,John Dahl,no,106.0,Drama,Metro-Goldwyn-Mayer (MGM)|Dino De Laurentiis Company|Spelling Films,2,1996,25023901.0,63624403.5851604,38600502.5851604
Shine,Geoffrey Rush|Noah Taylor|Armin Mueller-Stahl|Justin Braine|Sonia Todd,Scott Hicks,no,105.0,Drama,Australian Film Finance Corporation (AFFC)|Film Victoria|South Australian Feature Film Company,1,1996,21307490.712324023,63624403.5851604,42316912.872836374
Hamlet,Kenneth Branagh|Derek Jacobi|Julie Christie|Richard Briers|Kate Winslet,Kenneth Branagh,no,242.0,Drama,Castle Rock Entertainment|Turner Pictures (I),12,1996,21307490.712324023,63624403.5851604,42316912.872836374
The Juror,Demi Moore|Alec Baldwin|Joseph Gordon-Levitt|Anne Heche|James Gandolfini,Brian Gibson,no,118.0,Drama,Columbia Pictures Corporation,2,1996,61169536.0,63624403.5851604,2454867.585160397
Lone Star,Chris Cooper|Matthew McConaughey|Elizabeth PeÃ±a|Kris Kristofferson|Joe Morton,John Sayles,no,135.0,Drama,Castle Rock Entertainment|Columbia Pictures Corporation|Rio Dulce,6,1996,6951083.0,18448124.0,11497041.0
Flipper,Elijah Wood|Paul Hogan|Jonathan Banks|Jason Fuchs|Robert Deacon,Alan Shapiro,no,95.0,Adventure,Universal Pictures|The Bubble Factory|American Films,5,1996,35492233.0,27915579.0,-7576654.0
Big Night,Stanley Tucci|Tony Shalhoub|Marc Anthony|Minnie Driver|Isabella Rossellini,Stanley Tucci|Campbell Scott,no,107.0,Drama,Rysher Entertainment,9,1996,21307490.712324023,63624403.5851604,42316912.872836374
A Very Brady Sequel,Shelley Long|Gary Cole|Christopher Daniel Barnes|Christine Taylor|Paul Sutera,Arlene Sanford,no,90.0,Comedy,Paramount Pictures,8,1996,21307490.712324023,63624403.5851604,42316912.872836374
Lawnmower Man 2: Beyond Cyberspace,Patrick Bergin|Matt Frewer|Austin O'Brien|Ely Pouget|Camille Cooper,Farhad Mann,no,92.0,Action,New Line Cinema,1,1996,21307490.712324023,3349344.0,-17958146.712324023
Beautiful Girls,Matt Dillon|Noah Emmerich|Annabeth Gish|Lauren Holly|Timothy Hutton,Ted Demme,no,112.0,Comedy,Miramax Films|Woods Entertainment,2,1996,21307490.712324023,63624403.5851604,42316912.872836374
Heaven's Prisoners,Alec Baldwin|Kelly Lynch|Eric Roberts|Teri Hatcher|Mary Stuart Masterson,Phil Joanou,yes,132.0,Drama,New Line Cinema|The Rank Organisation|Ruddy Morgan Productions|PVM Entertainment|Savoy Pictures,5,1996,34755418.0,63624403.5851604,28868985.585160397
Mulholland Falls,Nick Nolte|Melanie Griffith|Chazz Palminteri|Michael Madsen|Chris Penn,Lee Tamahori,no,107.0,Drama,Metro-Goldwyn-Mayer (MGM),4,1996,21307490.712324023,63624403.5851604,42316912.872836374
Tremors 2: Aftershocks,Fred Ward|Chris Gartin|Helen Shaver|Michael Gross|Marcelo Tubert,S. S. Wilson,no,100.0,Horror,MCA/Universal Pictures|Stampede Entertainment,4,1996,5560866.0,63624403.5851604,58063537.5851604
Kazaam,Shaquille O'Neal|Francis Capra|Ally Walker|James Acheson,Paul Michael Glaser,no,93.0,Fantasy,Touchstone Pictures|Interscope Communications,7,1996,27804334.0,63624403.5851604,35820069.5851604
The Chamber,Chris O'Donnell|Gene Hackman|Faye Dunaway|Robert Prosky|Lela Rochon,James Foley,no,113.0,Drama,Imagine Entertainment|Universal Pictures|Davis Entertainment,10,1996,69510836.0,31335984.0,-38174852.0
White Squall,Jeff Bridges|Caroline Goodall|John Savage|Scott Wolf|Jeremy Sisto,Ridley Scott,no,129.0,Action,Hollywood Pictures|Largo Entertainment|Scott Free Productions,2,1996,52828236.0,14319232.0,-38509004.0
Sgt. Bilko,Steve Martin|Dan Aykroyd|Phil Hartman|Glenne Headly|Daryl Mitchell,Jonathan Lynn,no,90.0,Comedy,Imagine Entertainment|Universal Pictures,3,1996,21307490.712324023,63624403.5851604,42316912.872836374
Freeway,Kiefer Sutherland|Reese Witherspoon|Wolfgang Bodison|Dan Hedaya|Amanda Plummer,Matthew Bright,no,110.0,Comedy,The Kushner-Locke Company|August Entertainment|Multicom entertainment,8,1996,4170650.0,63624403.5851604,59453753.5851604
Spy Hard,Leslie Nielsen|Nicollette Sheridan|Charles Durning|Marcia Gay Harden|Barry Bostwick,Rick Friedberg,no,81.0,Action,Hollywood Pictures,5,1996,25023901.0,63624403.5851604,38600502.5851604
Feeling Minnesota,Keanu Reeves|Cameron Diaz|Vincent D'Onofrio|Delroy Lindo|Dan Aykroyd,Steven Baigelman,no,99.0,Action,Fine Line Features|Jersey Films,9,1996,21307490.712324023,63624403.5851604,42316912.872836374
The Phantom,Billy Zane|Kristy Swanson|Treat Williams|Catherine Zeta-Jones|James Remar,Simon Wincer,no,100.0,Adventure,Paramount Pictures|Village Roadshow Pictures|The Ladd Company,6,1996,62559753.0,24051985.0,-38507768.0
The Adventures of Pinocchio,Martin Landau|Jonathan Taylor Thomas|GeneviÃ¨ve Bujold|Udo Kier|Bebe Neuwirth,Steve Barron,no,90.0,Animation,New Line Cinema|The Kushner-Locke Company|Savoy Pictures,7,1996,21307490.712324023,63624403.5851604,42316912.872836374
Bio-Dome,Pauly Shore|Stephen Baldwin|Joey Lauren Adams|Teresa Hill|William Atherton,Jason Bloom,no,88.0,Comedy,Motion Picture Corporation of America (MPCA)|3 Arts Entertainment|Weasel Productions,1,1996,20853251.0,63624403.5851604,42771152.5851604
My Fellow Americans,Jack Lemmon|James Garner|Dan Aykroyd|John Heard|Wilford Brimley,Peter Segal,no,101.0,Comedy,Warner Bros.|Storyline Entertainment|Peters Entertainment,12,1996,21307490.712324023,63624403.5851604,42316912.872836374
Michael,John Travolta|Andie MacDowell|William Hurt|Bob Hoskins|Jean Stapleton,Nora Ephron,no,105.0,Comedy,Turner Pictures|Warner Bros.|Alphaville Films,12,1996,21307490.712324023,166434249.0,145126758.28767598
Extreme Measures,Hugh Grant|Gene Hackman|Sarah Jessica Parker|David Morse|Bill Nunn,Michael Apted,no,118.0,Drama,Columbia Pictures|Castle Rock Entertainment|Simian Films,9,1996,52828236.0,24162142.0,-28666094.0
Black Sheep,Chris Farley|David Spade|Grant Heslov|Tim Matheson|Gary Busey,Penelope Spheeris,no,87.0,Comedy,Paramount Pictures,2,1996,21307490.712324023,44.0,-21307446.712324023
All Dogs Go to Heaven 2,Ernest Borgnine|Bebe Neuwirth|Charlie Sheen|Hamilton Camp|Steve Mackall,Larry Leker|Paul Sabella,no,82.0,Romance,Metro-Goldwyn-Mayer (MGM),3,1996,21307490.712324023,11984610.0,-9322880.712324023
The Great White Hype,Samuel L. Jackson|Jeff Goldblum|Peter Berg|Jon Lovitz|Jamie Foxx,Reginald Hudlin,no,91.0,Comedy,20th Century Fox,5,1996,21307490.712324023,63624403.5851604,42316912.872836374
Michael Collins,Liam Neeson|Aidan Quinn|Stephen Rea|Alan Rickman|Julia Roberts,Neil Jordan,no,132.0,Drama,Warner Bros. Pictures|Geffen Pictures,10,1996,38926068.0,23494662.0,-15431406.0
Carpool,Tom Arnold|David Paymer|Rhea Perlman|Rod Steiger|Kim Coates,Arthur Hiller,no,89.0,Comedy,Regency Enterprises|Warner Bros.,8,1996,23633684.0,63624403.5851604,39990719.5851604
The Stupids,Tom Arnold|Jessica Lundy|Bug Hall|Alex McKenna|Mark Metcalf,John Landis,no,94.0,Comedy,New Line Cinema|Savoy Pictures,8,1996,21307490.712324023,63624403.5851604,42316912.872836374
The Mirror Has Two Faces,Barbra Streisand|Jeff Bridges|Lauren Bacall|George Segal|Mimi Rogers,Barbra Streisand,no,126.0,Comedy,TriStar Pictures|Phoenix Pictures,11,1996,58389103.0,63624403.5851604,5235300.585160397
Up Close & Personal,Robert Redford|Michelle Pfeiffer|Stockard Channing|Joe Mantegna|Kate Nelligan,Jon Avnet,no,119.0,Drama,Cinergi Pictures Entertainment|Touchstone Pictures,3,1996,83413004.0,63624403.5851604,-19788600.414839603
Wish Upon a Star,Katherine Heigl|Danielle Harris|Donnie Jeffcoat|Scott Wilkinson|Mary Parker Williams,Blair Treu,no,89.0,Family,Warner Home Video|Disney Channel|Columbia TriStar Home Entertainment|Leucadia Film Corporation,11,1996,21307490.712324023,63624403.5851604,42316912.872836374
Looking For Richard,Al Pacino|Winona Ryder|Kevin Spacey|Alec Baldwin|Aidan Quinn,Al Pacino,no,112.0,Documentary,Twentieth Century Fox Film Corporation|Jam Productions|Chal Productions,10,1996,21307490.712324023,63624403.5851604,42316912.872836374
Darkman III: Die Darkman Die,Jeff Fahey|Arnold Vosloo|Darlanne Fluegel|Roxann Dawson|Alicia Panetta,Bradford May,no,87.0,Action,Renaissance Pictures,8,1996,21307490.712324023,63624403.5851604,42316912.872836374
Brassed Off,Pete Postlethwaite|Tara Fitzgerald|Ewan McGregor|Stephen Tompkinson|Jim Carter,Mark Herman,no,107.0,Comedy,Miramax Films|Channel Four Films|Prominent Features,11,1996,21307490.712324023,63624403.5851604,42316912.872836374
Gulliver's Travels,Ned Beatty|Mary Steenburgen|Ted Danson|James Fox|Jonny Coyne,Charles Sturridge,no,186.0,Adventure,Jim Henson Productions|Hallmark Entertainment|Channel 4 Television,2,1996,38926068.0,63624403.5851604,24698335.585160397
Hard Eight,Philip Baker Hall|Gwyneth Paltrow|John C. Reilly|Samuel L. Jackson|F. William Parker,Paul Thomas Anderson,no,96.0,Drama,Green Parrot|Trinity Filmed Entertainment|Rysher Entertainment,2,1996,4170650.0,309405.0,-3861245.0
Doctor Who,Paul McGann|Eric Roberts|Daphne Ashbrook|Sylvester McCoy|Yee Jee Tso,Geoffrey Sax,no,89.0,TV Movie,Universal TV|20th Century Fox Television|BBC Worldwide,5,1996,6951083.0,58389103.0,51438020.0
Space Truckers,Dennis Hopper|Stephen Dorff|Debi Mazar|George Wendt|Charles Dance,Stuart Gordon,no,95.0,Comedy,Goldcrest Films International|Peter Newman/Interal|Mary Breen-Farrelly Productions|Irish Film Industry|Pachyderm Production,3,1996,34755418.0,63624403.5851604,28868985.585160397
In Love and War,Sandra Bullock|Chris O'Donnell|Mackenzie Astin|Margot Steinberg|Alan Bennett,Richard Attenborough,no,113.0,Drama,New Line Cinema|Dimitri Villard Productions,12,1996,21307490.712324023,63624403.5851604,42316912.872836374
Eddie,Whoopi Goldberg|Frank Langella|Dennis Farina|Richard Jenkins|Lisa Ann Walter,Steve Rash,no,100.0,Action,Hollywood Pictures|PolyGram Filmed Entertainment|Island Pictures,5,1996,21307490.712324023,63624403.5851604,42316912.872836374
Kids in the Hall: Brain Candy,Dave Foley|Bruce McCulloch|Kevin McDonald|Mark McKinney|Scott Thompson,Kelly Makin,no,89.0,Comedy,Paramount Pictures|Lakeshore Entertainment,4,1996,21307490.712324023,63624403.5851604,42316912.872836374
Ridicule,Charles Berling|Jean Rochefort|Fanny Ardant|Judith GodrÃ¨che|Bernard Giraudeau,Patrice Leconte,no,102.0,Comedy,EpithÃ¨te Films,5,1996,4170650.0,3480864.0,-689786.0
The Island of Dr. Moreau,Marlon Brando|Val Kilmer|David Thewlis|Fairuza Balk|Daniel Rigney,Richard Stanley|John Frankenheimer,no,96.0,Fantasy,New Line Cinema,8,1996,55608669.0,68993369.0,13384700.0
JÃ¤garna,Rolf LassgÃ¥rd|Lennart JÃ¤hkel|Jarmo MÃ¤kinen|Helena BergstrÃ¶m|Tomas NorstrÃ¶m,Kjell Sundvall,no,113.0,Thriller,Filmteknik,1,1996,24328792.0,63624403.5851604,39295611.5851604
First Kid,Sinbad|Brock Pierce|Blake Boyd|Timothy Busfield|Art LaFleur,David M. Evans,no,101.0,Comedy,Walt Disney Pictures|Caravan Pictures,8,1996,21307490.712324023,63624403.5851604,42316912.872836374
Children of the Corn IV: The Gathering,Naomi Watts|Jamie RenÃ©e Smith|Karen Black|Mark Salling|Brent Jennings,Greg Spence,no,85.0,Horror,Dimension Films,10,1996,21307490.712324023,63624403.5851604,42316912.872836374
Diabolique,Sharon Stone|Isabelle Adjani|Chazz Palminteri|Kathy Bates|Spalding Gray,Jeremiah S. Chechik,no,107.0,Drama,Marvin Worth Productions|ABC Productions|Warner Bros.|Morgan Creek Productions,3,1996,21307490.712324023,63624403.5851604,42316912.872836374
Alaska,Thora Birch|Vincent Kartheiser|Dirk Benedict|Ben Cardinal|Kristin Lehman,Fraser Clarke Heston,no,109.0,Adventure,Columbia Pictures|Castle Rock Entertainment,8,1996,31974985.0,63624403.5851604,31649418.585160397
Dunston Checks In,Jason Alexander|Faye Dunaway|Eric Lloyd|Rupert Everett|Graham Sack,Ken Kwapis,no,88.0,Adventure,20th Century Fox|Joe Wizan/Todd Black,1,1996,21307490.712324023,63624403.5851604,42316912.872836374
Titanic,Peter Gallagher|George C. Scott|Catherine Zeta-Jones|Eva Marie Saint|Tim Curry,Robert Lieberman,no,173.0,Action,American Zoetrope,11,1996,18072817.0,63624403.5851604,45551586.5851604
The Pallbearer,David Schwimmer|Gwyneth Paltrow|Michael Rapaport|Toni Collette|Carol Kane,Matt Reeves,no,97.0,Comedy,Miramax Films|The Chess Club,5,1996,11121733.0,63624403.5851604,52502670.5851604
The Dentist,Corbin Bernsen|Linda Hoffman|Michael Stadvec|Ken Foree|Tony Noakes,Brian Yuzna,no,92.0,Horror,Trimark Pictures|Image Organization,6,1996,3475541.0,63624403.5851604,60148862.5851604
Irma Vep,Maggie Cheung|Jean-Pierre LÃ©aud|Nathalie Richard|Antoine Basler|Nathalie Boutefeu,Olivier Assayas,no,99.0,Comedy,Dacia Films|Canal+France,9,1996,21307490.712324023,63624403.5851604,42316912.872836374
Citizen Ruth,Laura Dern|Swoosie Kurtz|Kurtwood Smith|Mary Kay Place|Kelly Preston,Alexander Payne,no,104.0,Drama,Miramax Films|Independent Pictures (II),12,1996,4170650.0,212918.0,-3957732.0
